"コード","銘柄名","市場","現在値","前日比(%)"
"2721","ジェイＨＬＤＧ","東S","137","+4.0(+3.01%)"
"2722","ＩＫＨＬＤＧ","東S","357","-1.0(-0.28%)"
"2726","パルグループＨＬＤＧ","東P","1538","+59.0(+3.99%)"
"2730","エディオン","東P","2606","+66.0(+2.60%)"
"2733","あらた","東P","2709","+73.0(+2.77%)"
"2734","サーラコーポレーション","東P","1159","+22.0(+1.93%)"
"2735","ワッツ","東S","675","+2.0(+0.30%)"
"2736","フェスタリアＨＬＤＧ","東S","662","-8.0(-1.19%)"
"2737","トーメンデバイス","東P","14150","-940.0(-6.23%)"
"2742","ハローズ","東P","4020","+155.0(+4.01%)"
"2747","北雄ラッキー","東S","3150","+15.0(+0.48%)"
"2749","ＪＰ　ＨＬＤＧ","東P","652","+14.0(+2.19%)"
"274A","ガーデン","東S","2312","+11.0(+0.48%)"
"2750","石光商事","東S","1302","+6.0(+0.46%)"
"2751","テンポスＨＬＤＧ","東S","3880","+10.0(+0.26%)"
"2752","フジオフードグループ本社","東P","1134","+11.0(+0.98%)"
"2753","あみやき亭","東P","1385","+35.0(+2.59%)"
"2760","東京エレクトロン　デバイス","東P","3470","-235.0(-6.34%)"
"2762","ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ","東S","82","-1.0(-1.20%)"
"2763","エフティグループ","東S","1199","+43.0(+3.72%)"
"2764","ひらまつ","東S","142","+1.0(+0.71%)"
"2767","円谷フィールズＨＬＤＧ","東P","2330","+400.0(+20.73%)"
"2768","双日","東P","5338.0","-21.0(-0.39%)"
"2769","ヴィレッジヴァンガードコーポレ","東S","890","+0.0(+0.00%)"
"276A","ククレブ・アドバイザーズ","東G","3345","+5.0(+0.15%)"
"2776","新都ＨＬＤＧ","東S","91","-2.0(-2.15%)"
"2778","パレモＨＬＤＧ","東S","108","+0.0(+0.00%)"
"277A","グロービング","東P","1593","-38.0(-2.33%)"
"2780","コメ兵ＨＬＤＧ","東S","5020","-80.0(-1.57%)"
"2782","セリア","東S","3900","+55.0(+1.43%)"
"2784","アルフレッサＨＬＤＧ","東P","2457.5","+43.5(+1.80%)"
"2788","アップルインターナショナル","東S","391","-2.0(-0.51%)"
"2789","カルラ","東S","467","-1.0(-0.21%)"
"278A","Ｔｅｒｒａ　Ｄｒｏｎｅ","東G","10140","-240.0(-2.31%)"
"2790","ナフコ","東S","2227","+5.0(+0.23%)"
"2791","大黒天物産","東P","4800","+150.0(+3.23%)"
"2792","ハニーズＨＬＤＧ","東P","1472","+22.0(+1.52%)"
"2795","日本プリメックス","東S","973","+0.0(+0.00%)"
"2796","ファーマライズホールディングス","東S","491","+1.0(+0.20%)"
"2798","ワイズテーブルコーポレーション","東S","3015","-10.0(-0.33%)"
"2801","キッコーマン","東P","1748.0","+76.0(+4.55%)"
"2802","味の素","東P","4847.0","-41.0(-0.84%)"
"2804","ブルドックソース","東P","1879","+44.0(+2.40%)"
"2805","エスビー食品","東S","5920","-200.0(-3.27%)"
"2806","ユタカフーズ","東S","1892","+2.0(+0.11%)"
"2809","キユーピー","東P","4845.0","+167.0(+3.57%)"
"280A","ＴＭＨ","東G","828","-44.0(-5.05%)"
"2810","ハウス食品グループ本社","東P","4109.0","+91.0(+2.26%)"
"2811","カゴメ","東P","2864.5","+68.0(+2.43%)"
"2813","和弘食品","東S","4000","+0.0(+0.00%)"
"2814","佐藤食品工業","東S","3120","+10.0(+0.32%)"
"2815","アリアケジャパン","東P","5600","+70.0(+1.27%)"
"2816","ダイショー","東S","1413","+3.0(+0.21%)"
"2818","ピエトロ","東S","1750","+2.0(+0.11%)"
"2819","エバラ食品工業","東S","2574","+61.0(+2.43%)"
"281A","インフォメティス","東G","419","-9.0(-2.10%)"
"2820","やまみ","東S","4845","+95.0(+2.00%)"
"2831","はごろもフーズ","東S","3675","+0.0(+0.00%)"
"285A","キオクシアＨＬＤＧ","東P","38380.0","-6,170.0(-13.85%)"
"286A","ユカリア","東G","803","+2.0(+0.25%)"
"2871","ニチレイ","東P","2354.0","+73.5(+3.22%)"
"2872","セイヒョー","東S","1994","+9.0(+0.45%)"
"2874","横浜冷凍","東P","2184","+56.0(+2.63%)"
"2875","東洋水産","東P","11460.0","+255.0(+2.28%)"
"2876","デルソーレ","東S","479","-6.0(-1.24%)"
"2877","日東ベスト","東S","739","-3.0(-0.40%)"
"287A","黒田グループ","東S","1080","-3.0(-0.28%)"
"2882","イートアンドＨＬＤＧ","東P","2085","+23.0(+1.12%)"
"2883","大冷","東S","2000","+1.0(+0.05%)"
"2884","ヨシムラ・フード・ＨＬＤＧ","東P","602","-8.0(-1.31%)"
"288A","ラクサス・テクノロジーズ","東G","96","+3.0(+3.23%)"
"2892","日本食品化工","東S","4520","-35.0(-0.77%)"
"2894","石井食品","東S","335","+4.0(+1.21%)"
"2897","日清食品ＨＬＤＧ","東P","3097.0","+65.0(+2.14%)"
"2901","ウェルディッシュ","東S","181","+0.0(+0.00%)"
"2903","シノブフーズ","東S","1702","-9.0(-0.53%)"
"2904","一正蒲鉾","東S","761","+2.0(+0.26%)"
"2907","あじかん","東S","1524","+6.0(+0.40%)"
"2908","フジッコ","東P","1610","+28.0(+1.77%)"
"290A","Ｓｙｎｓｐｅｃｔｉｖｅ","東G","1019","-81.0(-7.36%)"
"2910","ロック・フィールド","東P","1410","+25.0(+1.81%)"
"2911","旭松食品","東S","2273","+3.0(+0.13%)"
"2914","日本たばこ産業","東P","6781.0","+133.0(+2.00%)"
"2915","ケンコーマヨネーズ","東P","2133","+60.0(+2.89%)"
"2916","仙波糖化工業","東S","748","+2.0(+0.27%)"
"2917","大森屋","東S","942","-2.0(-0.21%)"
"2918","わらべや日洋ＨＬＤＧ","東P","2871","+38.0(+1.34%)"
"291A","リスキル","東G","1761","+1.0(+0.06%)"
"2922","なとり","東P","2037","+40.0(+2.00%)"
"2923","サトウ食品","東S","8980","+130.0(+1.47%)"
"2924","イフジ産業","東S","2073","+0.0(+0.00%)"
"2926","篠崎屋","東S","115","+0.0(+0.00%)"
"2927","ＡＦＣ―ＨＤアムスライフ","東S","866","+4.0(+0.46%)"
"2929","ファーマフーズ","東P","597","+19.0(+3.29%)"
"2930","北の達人","東P","121","+2.0(+1.68%)"
"2931","ユーグレナ","東P","346","+2.0(+0.58%)"
"2932","ＳＴＩフードＨＬＤＧ","東S","1125","+20.0(+1.81%)"
"2933","紀文食品","東P","1117","+20.0(+1.82%)"
"2934","ジェイフロンティア","東G","1815","+6.0(+0.33%)"
"2935","ピックルスＨＬＤＧ","東P","1180","+12.0(+1.03%)"
"2936","ベースフード","東G","258","+2.0(+0.78%)"
"2937","サンクゼール","東G","1708","-9.0(-0.52%)"
"2938","オカムラ食品工業","東S","1246","-7.0(-0.56%)"
"2961","日本調理機","東S","6440","-10.0(-0.16%)"
"2962","テクニスコ","東S","1090","-44.0(-3.88%)"
"296A","令和アカウンティング・ＨＬＤＧ","東G","911","+6.0(+0.66%)"
"2970","ＧＬＣ　ＧＲＯＵＰ","東S","951","+1.0(+0.11%)"
"2975","スター・マイカ・ＨＬＤＧ","東P","1485","-7.0(-0.47%)"
"2978","ツクルバ","東G","359","+5.0(+1.41%)"
"297A","アルピコＨＬＤＧ","東S","217","+1.0(+0.46%)"
"2980","ＳＲＥ　ＨＬＤＧ","東P","2596","+42.0(+1.64%)"
"2981","ランディックス","東G","2072","+27.0(+1.32%)"
"2982","ＡＤワークスグループ","東P","414","+4.0(+0.98%)"
"2983","アールプランナー","東G","1446","-25.0(-1.70%)"
"2984","ヤマイチエステート","東S","743","+2.0(+0.27%)"
"2986","ＬＡ　ＨＬＤＧ","東G","2682","-32.0(-1.18%)"
"298A","ＧＶＡ　ＴＥＣＨ","東G","316","-9.0(-2.77%)"
"2991","ランドネット","東S","567","-4.0(-0.70%)"
"2993","長栄","東S","2136","-9.0(-0.42%)"
"2997","ストレージ王","東G","1337","+0.0(+0.00%)"
"2998","クリアル","東G","490","-12.0(-2.39%)"
"2999","ホームポジション","東S","635","+9.0(+1.44%)"
"299A","クラシル","東G","1083","+33.0(+3.14%)"
"3001","片倉工業","東S","2869","+148.0(+5.44%)"
"3002","グンゼ","東P","4060","-5.0(-0.12%)"
"3003","ヒューリック","東P","1907.0","+98.0(+5.42%)"
"3004","神栄","東S","2207","-51.0(-2.26%)"
"300A","ＭＩＣ","東S","2978","-1.0(-0.03%)"
"3010","ポラリス・ＨＬＤＧ","東S","195","-2.0(-1.02%)"
"3011","バナーズ","東S","144","+0.0(+0.00%)"
"3020","アプライド","東S","4160","-20.0(-0.48%)"
"3021","パシフィックネット","東S","1544","-16.0(-1.03%)"
"3023","ラサ商事","東S","1881","+17.0(+0.91%)"
"3024","クリエイト","東S","1112","-5.0(-0.45%)"
"3028","アルペン","東P","2307","+52.0(+2.31%)"
"302A","ビースタイルＨＬＤＧ","東G","-","- (-%)"
"3030","ハブ","東S","821","-4.0(-0.48%)"
"3031","ラクーンＨＬＤＧ","東P","652","+14.0(+2.19%)"
"3034","クオールＨＬＤＧ","東P","2212","+80.0(+3.75%)"
"3035","ケイティケイ","東S","807","-4.0(-0.49%)"
"3036","アルコニックス","東P","2525","-2.0(-0.08%)"
"3038","神戸物産","東P","2879.0","+86.0(+3.08%)"
"303A","ｖｉｓｕｍｏ","東G","588","+5.0(+0.86%)"
"3040","ソリトンシステムズ","東P","1926","-40.0(-2.03%)"
"3041","ビューティカダンＨＬＤＧ","東S","408","-3.0(-0.73%)"
"3042","セキュアヴェイル","東S","292","-4.0(-1.35%)"
"3045","カワサキ","東S","1490","-3.0(-0.20%)"
"3046","ジンズＨＬＤＧ","東P","6890","+150.0(+2.23%)"
"3048","ビックカメラ","東P","1838.0","+48.0(+2.68%)"
"304A","フォルシア","東G","1958","-52.0(-2.59%)"
"3050","ＤＣＭ　ＨＬＤＧ","東P","1606","+53.0(+3.41%)"
"3053","ペッパーフードサービス","東S","186","+3.0(+1.64%)"
"3054","ハイパー","東S","241","-35.0(-12.68%)"
"3058","三洋堂ＨＬＤＧ","東S","710","+5.0(+0.71%)"
"3059","ヒラキ","東S","713","+0.0(+0.00%)"
"3063","ジェイグループＨＬＤＧ","東G","1242","-5.0(-0.40%)"
"3064","ＭｏｎｏｔａＲＯ","東P","2081.5","+104.5(+5.29%)"
"3065","ライフフーズ","東S","1617","+0.0(+0.00%)"
"3067","東京一番フーズ","東S","454","+2.0(+0.44%)"
"3068","ＷＤＩ","東S","2994","-3.0(-0.10%)"
"3069","ＪＦＬＡ　ＨＬＤＧ","東S","158","-3.0(-1.86%)"
"3070","ジェリービーンズグループ","東G","72","-6.0(-7.69%)"
"3071","ストリーム","東S","101","-1.0(-0.98%)"
"3075","銚子丸","東S","1739","-8.0(-0.46%)"
"3076","あいＨＬＤＧ","東P","2883","+34.0(+1.19%)"
"3077","ホリイフードサービス","東S","901","-7.0(-0.77%)"
"3079","ディーブイエックス","東S","951","+2.0(+0.21%)"
"3080","ジェーソン","東S","774","+1.0(+0.13%)"
"3082","きちりＨＬＤＧ","東S","955","+6.0(+0.63%)"
"3083","スターシーズ","東S","956","+8.0(+0.84%)"
"3086","Ｊ．フロント　リテイリング","東P","3153.0","+103.0(+3.38%)"
"3087","ドトール・日レスＨＬＤＧ","東P","3355","+105.0(+3.23%)"
"3088","マツキヨココカラ＆カンパニー","東P","2692.0","+102.5(+3.96%)"
"3089","テクノアルファ","東S","1011","-12.0(-1.17%)"
"3091","ブロンコビリー","東P","2852","+140.0(+5.16%)"
"3092","ＺＯＺＯ","東P","1224.5","+43.5(+3.68%)"
"3093","トレジャー・ファクトリー","東P","2150","+32.0(+1.51%)"
"3096","オーシャンシステム","東S","1644","-7.0(-0.42%)"
"3097","物語コーポレーション","東P","5400","+210.0(+4.05%)"
"3099","三越伊勢丹ＨＬＤＧ","東P","3629.0","-5.0(-0.14%)"
"3101","東洋紡","東P","1463","-75.0(-4.88%)"
"3103","ユニチカ","東S","762","-64.0(-7.75%)"
"3104","富士紡ＨＬＤＧ","東P","3410","-240.0(-6.58%)"
"3105","日清紡ＨＬＤＧ","東P","2073.5","-96.5(-4.45%)"
"3106","倉敷紡績","東P","9370","-240.0(-2.50%)"
"3107","ダイワボウＨＬＤＧ","東P","3655.0","+61.0(+1.70%)"
"3109","シキボウ","東P","1051","+15.0(+1.45%)"
"3110","日東紡績","東P","2622","-264.0(-9.15%)"
"3111","オーミケンシ","東S","167","-3.0(-1.76%)"
"3113","ＵＮＩＶＡ・ＯａｋＨＬＤＧ","東S","72","+0.0(+0.00%)"
"3116","トヨタ紡織","東P","2406.5","+93.0(+4.02%)"
"3121","マーチャント・バンカーズ","東S","219","+1.0(+0.46%)"
"3123","サイボー","東S","641","+2.0(+0.31%)"
"3131","シンデン・ハイテックス","東S","3275","-120.0(-3.53%)"
"3132","マクニカＨＬＤＧ","東P","2954.0","-128.0(-4.15%)"
"3133","海帆","東G","83","-6.0(-6.74%)"
"3134","Ｈａｍｅｅ","東S","291","+1.0(+0.34%)"
"3135","マーケットエンタープライズ","東S","1070","-3.0(-0.28%)"
"3137","ファンデリー","東S","216","+0.0(+0.00%)"
"3138","富士山マガジンサービス","東S","1127","-21.0(-1.83%)"
"3139","ラクト・ジャパン","東P","3515","+60.0(+1.74%)"
"3140","ＢＲＵＮＯ","東G","1002","-2.0(-0.20%)"
"3143","オーウイル","東S","689","-1.0(-0.14%)"
"3148","クリエイトＳＤ　ＨＬＤＧ","東P","3525","+85.0(+2.47%)"
"3150","グリムス","東P","2625","+7.0(+0.27%)"
"3151","バイタルケーエスケーＨＬＤＧ","東P","1713","+24.0(+1.42%)"
"3153","八洲電機","東P","2813","-99.0(-3.40%)"
"3154","メディアスＨＬＤＧ","東P","789","+9.0(+1.15%)"
"3156","レスター","東P","3775","+95.0(+2.58%)"
"3157","ジオリーブグループ","東S","1389","-10.0(-0.71%)"
"3159","丸善ＣＨＩ　ＨＬＤＧ","東S","366","+1.0(+0.27%)"
"3160","大光","東S","578","-2.0(-0.34%)"
"3161","アゼアス","東S","654","+1.0(+0.15%)"
"3166","ＯＣＨＩ　ＨＬＤＧ","東S","1438","+15.0(+1.05%)"
"3167","ＴＯＫＡＩ　ＨＬＤＧ","東P","1195","+28.0(+2.40%)"
"3168","ＭＥＲＦ","東S","1211","+1.0(+0.08%)"
"3169","ミサワ","東S","650","+2.0(+0.31%)"
"3172","ティーライフ","東S","1159","+8.0(+0.70%)"
"3173","Ｃｏｍｉｎｉｘ","東S","1082","-4.0(-0.37%)"
"3174","ハピネス・アンド・ディ","東S","424","-17.0(-3.85%)"
"3175","エー・ピーＨＬＤＧ","東S","945","+3.0(+0.32%)"
"3176","三洋貿易","東P","861","+12.0(+1.41%)"
"3177","ありがとうサービス","東S","4070","+30.0(+0.74%)"
"3178","チムニー","東S","1176","+13.0(+1.12%)"
"3179","シュッピン","東P","1334","+26.0(+1.99%)"
"3180","ビューティガレージ","東P","1445","+31.0(+2.19%)"
"3181","買取王国","東S","1037","-18.0(-1.71%)"
"3182","オイシックス","東P","1679","+64.0(+3.96%)"
"3183","ウイン・パートナーズ","東P","1357","+40.0(+3.04%)"
"3184","ＩＣＤＡ　ＨＬＤＧ","東S","4470","+0.0(+0.00%)"
"3185","夢展望","東G","152","-6.0(-3.80%)"
"3186","ネクステージ","東P","3315","-80.0(-2.36%)"
"3187","ミラタップ","東G","350","+27.0(+8.36%)"
"3189","ＡＮＡＰ　ＨＬＤＧ","東S","98","+0.0(+0.00%)"
"3190","ホットマン","東S","588","-7.0(-1.18%)"
"3191","ジョイフル本田","東P","2524","+72.0(+2.94%)"
"3192","白鳩","東S","292","-4.0(-1.35%)"
"3193","エターナルホスピタリティグルー","東P","2949","-32.0(-1.07%)"
"3195","ジェネレーションパス","東S","535","-29.0(-5.14%)"
"3196","ホットランドＨＬＤＧ","東P","1690","+27.0(+1.62%)"
"3197","すかいらーくＨＬＤＧ","東P","3333.0","+173.0(+5.47%)"
"3199","綿半ＨＬＤＧ","東P","1365","+30.0(+2.25%)"
"319A","技術承継機構","東G","16270","-230.0(-1.39%)"
"3201","日本毛織","東P","1907","+3.0(+0.16%)"
"3202","ダイトウボウ","東S","126","-2.0(-1.56%)"
"3204","トーア紡コーポレーション","東S","495","-9.0(-1.79%)"
"3205","ダイドーリミテッド","東S","746","+0.0(+0.00%)"
"3221","ヨシックスＨＬＤＧ","東P","3305","+80.0(+2.48%)"
"3222","ユナイテッド・スーパーマーケッ","東S","846","+10.0(+1.20%)"
"3223","エスエルディー","東S","924","+2.0(+0.22%)"
"3224","ゼネラル・オイスター","東G","688","-7.0(-1.01%)"
"3231","野村不動産ＨＬＤＧ","東P","992.6","+19.5(+2.00%)"
"3232","三重交通グループＨＬＤＧ","東P","571","+11.0(+1.96%)"
"3236","プロパスト","東S","274","+2.0(+0.74%)"
"3237","イントランス","東G","92","+1.0(+1.10%)"
"3238","セントラル総合開発","東S","372","+0.0(+0.00%)"
"323A","フライヤー","東G","359","-13.0(-3.49%)"
"3241","ウィル","東S","592","+6.0(+1.02%)"
"3242","アーバネットコーポレーション","東S","510","+5.0(+0.99%)"
"3245","ディア・ライフ","東P","1111","+24.0(+2.21%)"
"3246","コーセーアールイー","東S","666","+4.0(+0.60%)"
"3248","アールエイジ","東S","892","+11.0(+1.25%)"
"324A","ブッキングリゾート","東G","696","-3.0(-0.43%)"
"3252","地主","東P","2941","+10.0(+0.34%)"
"325A","ＴＥＮＴＩＡＬ","東G","1650","-32.0(-1.90%)"
"3261","グランディーズ","東G","399","-2.0(-0.50%)"
"3266","ファンドクリエーショングループ","東S","79","+0.0(+0.00%)"
"3267","フィル・カンパニー","東S","630","+23.0(+3.79%)"
"3276","ＪＰＭＣ","東P","1830","+30.0(+1.67%)"
"3277","サンセイランディック","東S","652","+3.0(+0.46%)"
"3280","エストラスト","東S","907","-3.0(-0.33%)"
"3284","フージャースＨＬＤＧ","東P","1269","+13.0(+1.04%)"
"3286","トラストＨＬＤＧ","東S","869","+5.0(+0.58%)"
"3288","オープンハウスグループ","東P","8812.0","+142.0(+1.64%)"
"3289","東急不動産ＨＬＤＧ","東P","1402.0","+27.0(+1.96%)"
"3291","飯田グループＨＬＤＧ","東P","2369.0","+28.5(+1.22%)"
"3293","アズマハウス","東S","770","+3.0(+0.39%)"
"3297","東武住販","東S","1170","+6.0(+0.52%)"
"3299","ムゲンエステート","東S","1977","-7.0(-0.35%)"
"3300","アンビション　ＤＸ　ＨＬＤＧ","東G","2120","+16.0(+0.76%)"
"3302","帝国繊維","東P","3375","+50.0(+1.50%)"
"3306","日本製麻","東S","870","+57.0(+7.01%)"
"330A","ＴａｌｅｎｔＸ","東G","447","-10.0(-2.19%)"
"3315","日本コークス工業","東P","92","-2.0(-2.13%)"
"3317","フライングガーデン","東S","1478","+13.0(+0.89%)"
"331A","メディックス","東S","505","+0.0(+0.00%)"
"3320","クロスプラス","東S","1326","-11.0(-0.82%)"
"3321","ミタチ産業","東S","1527","-3.0(-0.20%)"
"3323","レカム","東S","73","-1.0(-1.35%)"
"3326","ランシステム","東S","636","-3.0(-0.47%)"
"3329","東和フードサービス","東S","2116","+5.0(+0.24%)"
"332A","ミーク","東G","953","-9.0(-0.94%)"
"3333","あさひ","東P","1378","+43.0(+3.22%)"
"3349","コスモス薬品","東P","7004.0","+392.0(+5.93%)"
"334A","ビジュアル・プロセッシング・ジ","東G","895","-16.0(-1.76%)"
"3350","メタプラネット","東S","216","-2.0(-0.92%)"
"3352","バッファロー","東S","1744","-1.0(-0.06%)"
"3353","メディカル一光グループ","東S","2853","+22.0(+0.78%)"
"3355","クリヤマＨＬＤＧ","東S","1675","+24.0(+1.45%)"
"3358","Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａ","東S","94","-1.0(-1.05%)"
"3359","ｃｏｔｔａ","東G","512","-3.0(-0.58%)"
"335A","ミライロ","東G","329","-5.0(-1.50%)"
"3360","シップヘルスケアＨＬＤＧ","東P","2565.0","+55.5(+2.21%)"
"3361","トーエル","東S","882","+9.0(+1.03%)"
"336A","ダイナミックマッププラットフォ","東G","807","-14.0(-1.71%)"
"3370","フジタコーポレーション","東S","481","-4.0(-0.82%)"
"3371","ソフトクリエイトＨＬＤＧ","東P","2118","+36.0(+1.73%)"
"3372","関門海","東S","220","+1.0(+0.46%)"
"3374","内外テック","東S","2908","-76.0(-2.55%)"
"3375","ＺＯＡ","東S","1758","+0.0(+0.00%)"
"3377","バイク王＆カンパニー","東S","371","+0.0(+0.00%)"
"3382","セブン＆アイＨＬＤＧ","東P","2256.0","+50.5(+2.29%)"
"3386","コスモ・バイオ","東S","1256","-18.0(-1.41%)"
"3387","クリエイト・レストランツＨＬＤ","東P","812","+21.0(+2.65%)"
"3388","明治電機工業","東P","2209","+17.0(+0.78%)"
"338A","ＺｅｎｍｕＴｅｃｈ","東G","2093","-129.0(-5.81%)"
"3391","ツルハＨＬＤＧ","東P","2588.0","+79.5(+3.17%)"
"3392","デリカフーズＨＬＤＧ","東S","845","+24.0(+2.92%)"
"3393","スターティアＨＬＤＧ","東P","3120","+15.0(+0.48%)"
"3395","サンマルクＨＬＤＧ","東P","2668","+57.0(+2.18%)"
"3396","フェリシモ","東S","869","+4.0(+0.46%)"
"3397","トリドールＨＬＤＧ","東P","4584.0","+277.0(+6.43%)"
"3399","丸千代山岡家","東S","3665","-20.0(-0.54%)"
"339A","プログレス・テクノロジーズ","東G","880","+9.0(+1.03%)"
"3401","帝人","東P","1679.0","-2.0(-0.12%)"
"3402","東レ","東P","1163.0","+13.0(+1.13%)"
